id_venda,id_cliente,data_venda,categoria,valor_venda,quantidade,desconto,devolvido,pago,forma_pagamento,cidade_entrega,obs
4242,183.0,2023-05-11 00:00:00,Escritório,180.64,1.0,0.0,False,True,,Zona Sul  ,
1004,865.0,2022-05-15 00:00:00,Eletrônicos,1523.83,2.0,0.0,False,True,dinheiro,SAO JOSE DOS CAMPOS,telefone inválido
3327,372.0,2025-01-27 00:00:00,Escritório,885.98,4.0,0.0,False,True,pix,CAMPINAS,telefone inválido
1868,935.0,2023-08-06 00:00:00,Escritório,132.31,1.0,0.0,False,True,Cartão ,POA,Entrega atrasada
6191,918.0,2023-11-22 00:00:00,Eletrônicos,533.04,1.0,0.0,False,True,cartao,POA,
6537,913.0,2025-05-21 00:00:00,Alimentos,55.83,2.0,0.0,False,True,,sp,ok
6381,665.0,2024-01-07 00:00:00,Eletrônicos,559.89,1.0,0.05,False,True,boleto,Porto Alegre,Entrega atrasada
725,486.0,2025-03-06 00:00:00,Escritório,201.29,1.0,0.0,False,True,Cartão ,bh,cliente reclamou
3473,1080.0,2023-02-23 00:00:00,Móveis,977.87,1.0,0.0,False,True,Cartão ,RECIFE,
1818,87.0,2023-09-05 00:00:00,Acessórios,57.86,2.0,0.0,False,True,cartao,ZONA SUL,ok
850,544.0,2023-08-28 00:00:00,Alimentos,43.2,2.0,0.0,False,True,dinheiro,CAMPNIAS,
642,1144.0,2024-02-28 00:00:00,Escritório,214.27,1.0,0.0,False,True,boleto,interói,Entrega atrasada
1562,435.0,2022-03-27 00:00:00,Brinquedos,149.16,3.0,0.1,False,True,dinheiro,,telefone inválido
2630,786.0,2024-11-16 00:00:00,Escritório,147.95,1.0,0.0,False,True,cartao,,cliente reclamou
4961,557.0,2024-05-22 00:00:00,,-269.55,3.0,0.0,False,True,Cartão ,SJC  ,telefone inválido
5298,116.0,2022-05-31 00:00:00,Informática,0.0,1.0,0.0,False,True,,SãoPaulo  ,ok
1126,727.0,2023-01-26 00:00:00,Acessórios,38.63,1.0,0.0,False,True,pix,,cliente reclamou
1326,1393.0,2024-01-27 00:00:00,Eletrônicos,666.11,1.0,0.0,False,True,Cartão ,bh,Entrega atrasada
6879,,2023-01-26 00:00:00,Eletrônicos,698.69,2.0,0.0,False,True,pix,SãoPaulo,Entrega atrasada
5372,75.0,2024-05-08 00:00:00,Informática,3264.47,3.0,0.0,False,True,Cartão ,Nitreói,
3984,1483.0,2023-11-21 00:00:00,Informática,1260.97,1.0,0.0,False,True,Cartão ,Goiania,ok
3412,1370.0,2023-08-20 00:00:00,Escritório,175.76,1.0,0.0,False,True,cartao,tcba,telefone inválido
2626,527.0,2023-05-05 00:00:00,Alimentos,60.19,,0.0,False,True,cartao,cliente reclamou, Goiania
3934,236.0,2022-10-01 00:00:00,Eletrônicos,333.19,1.0,0.0,False,True,dinheiro,,
2027,759.0,2024-11-30 00:00:00,Acessórios,103.02,2.0,0.0,False,True,pix,,Entrega atrasada
6453,998.0,2024-06-06 00:00:00,Acessórios,73.57,2.0,0.0,False,True,dinheiro,Sao Paulo,cliente reclamou
2311,3.0,2023-01-26 00:00:00,Informática,556.66,,0.0,False,True,dinheiro,SJC,
3500,762.0,2024-03-04 00:00:00,Escritório,236.13,1.0,0.0,False,True,,Niterói,
4040,480.0,2023-04-22 00:00:00,,35.27,1.0,0.05,False,True,cartao,SP,Entrega atrasada
1065,1359.0,2023-07-02 00:00:00,Escritório,111.81,1.0,0.0,False,True,boleto,Recife,
6804,118.0,2023-04-02 00:00:00,Eletrônicos,852.26,1.0,0.0,False,True,cartao,bh,ok
5138,406.0,2025-01-17 00:00:00,Móveis,1119.85,1.0,0.0,False,True,boleto,Porto Alegre,
6403,1047.0,2025-10-20 00:00:00,Informática,731.63,1.0,0.0,False,True,pix,POA,
3496,1053.0,2023-07-27 00:00:00,Acessórios,68.76,2.0,0.0,False,True,Cartão ,riod e janeiro,cliente reclamou
214,88.0,2025-03-03 00:00:00,Acessórios,48.79,1.0,0.0,False,False,pix,goiania ,telefone inválido
806,676.0,2024-05-29 00:00:00,Acessórios,0.0,1.0,0.0,False,True,cartao,Campinas,ok
5196,1121.0,2023-10-15 00:00:00,Brinquedos,218.51,3.0,0.0,False,True,Cartão ,BRASILIA,telefone inválido
2750,1204.0,2025-07-13 00:00:00,Informática,4161.61,3.0,0.0,False,True,dinheiro,RJ,Entrega atrasada
3471,1003.0,2025-04-23 00:00:00,Brinquedos,213.35,4.0,0.0,False,True,cartao,RJ,ok
4765,391.0,2022-11-08 00:00:00,Escritório,562.83,2.0,0.0,False,True,,  RBASÍLIA  ,telefone inválido
4114,674.0,2025-10-16 00:00:00,Acessórios,39.89,1.0,0.0,False,True,,recife,
756,1003.0,2029-12-25 00:00:00,Informática,1424.17,2.0,0.0,False,True,dinheiro,FORTALEZA,ok
396,195.0,2023-03-18 00:00:00,Eletrônicos,604.55,1.0,0.0,False,True,pix,RIO DE JANEIRO,ok
6076,69.0,2022-01-03 00:00:00,Informática,673.69,1.0,0.0,False,True,boleto,   ,ok
4785,174.0,2025-07-02 00:00:00,Informática,956.51,1.0,0.0,False,True,Cartão ,Zona Sul ,
5718,1366.0,2025-06-27 00:00:00,Eletrônicos,1204.88,2.0,0.0,False,True,cartao,BELO HORIZONTE,ok
2752,1032.0,2024-12-31 00:00:00,Eletrônicos,589.92,1.0,0.15,False,True,dinheiro,SP,telefone inválido
4579,317.0,2025-02-05 00:00:00,Escritório,193.72,1.0,0.0,False,True,boleto, fortaleza,ok
2198,827.0,2023-07-31 00:00:00,Acessórios,32.19,1.0,0.0,False,True,Cartão , SaoPaulo ,
3930,675.0,2022-07-02 00:00:00,Informática,918.65,1.0,0.0,False,True,boleto,,ok
321,1288.0,2024-12-14 00:00:00,,6415.26,5.0,0.0,False,True,pix,vila velha,cliente reclamou
3240,1083.0,2025-07-21 00:00:00,Acessórios,51.86,1.0,0.0,False,True,pix,SÃOPAULO,
3917,404.0,2023-08-24 00:00:00,Escritório,990.75,5.0,0.0,False,True,pix,Goiania,telefone inválido
2193,291.0,2025-07-20 00:00:00,Eletrônicos,563.86,1.0,0.0,False,True,Cartão ,POA,
152,967.0,2025-09-18 00:00:00,Móveis,2007.21,2.0,0.0,False,True,dinheiro,Campinas,Entrega atrasada
3133,653.0,2025-09-03 00:00:00,Informática,2897.36,3.0,0.1,False,True,boleto, São Paulo ,telefone inválido
2184,1489.0,2025-03-16 00:00:00,Acessórios,90.27,2.0,0.0,False,True,dinheiro,Niteroi,
1370,333.0,2023-04-24 00:00:00,,85.79,4.0,0.1,False,True,boleto,,
6443,204.0,2023-03-24 00:00:00,Brinquedos,128.29,3.0,0.0,False,True,cartao,,ok
2706,663.0,2022-02-05 00:00:00,Escritório,0.0,1.0,0.0,False,True,pix,sãopaulo,
4755,771.0,2025-07-01 00:00:00,Escritório,242.97,1.0,0.0,False,True,,RJ,
259,866.0,2024-06-18 00:00:00,Brinquedos,412.92,5.0,0.0,False,True,cartao,São Paulo,
4077,1082.0,2024-10-15 00:00:00,Informática,1272.32,1.0,0.0,False,True,pix,recfie,telefone inválido
1461,718.0,2025-08-09 00:00:00,Alimentos,71.46,3.0,0.0,False,True,dinheiro, INTERIOR ,telefone inválido
3973,480.0,2023-04-17 00:00:00,Móveis,1619.48,1.0,0.0,False,True,pix,Brasília,ok
1011,1041.0,2024-11-13 00:00:00,Escritório,597.45,3.0,0.0,False,True,dinheiro,SJC,Entrega atrasada
4188,810.0,2023-05-11 00:00:00,Brinquedos,135.15,2.0,0.0,False,True,cartao,ctba,
4428,1249.0,2025-09-07 00:00:00,Escritório,396.22,3.0,0.0,False,True,,SAO PAULO CENTRO,
4958,1022.0,2022-01-21 00:00:00,Escritório,297.16,2.0,0.0,False,True,Cartão , Campinas,cliente reclamou
4575,1058.0,2023-01-31 00:00:00,Eletrônicos,4937.25,6.0,0.0,False,True,boleto,Salvador  ,
6959,227.0,2023-09-08 00:00:00,Informática,1946.11,2.0,0.0,False,True,boleto,SãoPaulo,cliente reclamou
779,,2024-07-22 00:00:00,Móveis,3645.3,2.0,0.0,False,True,boleto,sp,telefone inválido
5537,613.0,2022-01-19 00:00:00,Escritório,133.92,1.0,0.15,False,True,Cartão ,SãoPaulo,ok
5592,881.0,2025-01-10 00:00:00,Alimentos,46.2,2.0,0.0,False,True,Cartão ,BELO HORIZONTE,telefone inválido
4231,877.0,2024-04-16 00:00:00,Acessórios,47.21,1.0,0.15,False,True,pix,Brasília,
6529,203.0,2024-02-20 00:00:00,Brinquedos,219.34,4.0,0.0,False,True,Cartão ,rio de janeiro,ok
1119,90.0,2024-03-03 00:00:00,Móveis,900.24,1.0,0.0,False,True,, Recife  ,
5944,420.0,2024-04-28 00:00:00,Eletrônicos,1027.61,2.0,0.0,False,True,cartao,BH  ,cliente reclamou
589,1010.0,2023-03-02 00:00:00,Móveis,2057.57,2.0,0.0,False,True,cartao, BH  ,ok
6746,303.0,2025-05-09 00:00:00,Escritório,587.34,2.0,0.0,False,True,pix, Salvador  ,
3134,952.0,2025-06-28 00:00:00,,934.47,4.0,0.0,False,True,,Zona Sul,telefone inválido
3014,893.0,2024-05-11 00:00:00,Eletrônicos,892.02,1.0,0.0,False,True,boleto, Goiania ,ok
4901,1145.0,2023-05-30 00:00:00,Móveis,2678.32,2.0,0.0,True,True,dinheiro,RIO DE JANEIRO ,telefone inválido
1951,1171.0,2025-06-10 00:00:00,Informática,1683.72,2.0,0.05,False,True,boleto,CTAB,cliente reclamou
5640,1132.0,2023-03-01 00:00:00,Brinquedos,98.02,2.0,0.05,False,True,cartao,Niteroi,
1728,1029.0,2023-07-13 00:00:00,Informática,1816.51,2.0,0.0,False,True,pix,,
6251,841.0,2024-05-02 00:00:00,Eletrônicos,627.92,1.0,0.0,True,False,Cartão ,GOIANIA,
3787,1108.0,2029-12-25 00:00:00,Eletrônicos,699.66,1.0,0.0,False,True,,rj,Entrega atrasada
5347,1443.0,2025-06-02 00:00:00,Eletrônicos,3377.23,5.0,0.0,False,True,pix,SP,
3097,93.0,2024-02-26 00:00:00,Eletrônicos,470.61,1.0,0.0,False,True,pix,Curitiba,Entrega atrasada
3311,183.0,2023-10-21 00:00:00,Eletrônicos,699.49,1.0,0.0,False,True,dinheiro,SP,
1223,174.0,2022-11-04 00:00:00,Brinquedos,240.51,3.0,0.05,False,True,, SJC  ,telefone inválido
400,864.0,2023-03-10 00:00:00,Brinquedos,182.06,3.0,0.0,False,True,Cartão ,BRASÍLIA,
2696,88.0,2022-06-19 00:00:00,Eletrônicos,865.07,1.0,0.0,False,True,dinheiro,Niterói,ok
2598,20.0,2025-10-18 00:00:00,Eletrônicos,820.72,1.0,0.0,False,True,dinheiro,AMNAUS,
6757,897.0,2025-03-18 00:00:00,Eletrônicos,431.85,1.0,0.0,False,True,cartao,Campinas,telefone inválido
3222,978.0,2022-05-14 00:00:00,Brinquedos,176.91,2.0,0.0,False,True,cartao,   ,ok
3558,252.0,2022-07-22 00:00:00,Alimentos,71.9,3.0,0.0,True,True,dinheiro,bh,Entrega atrasada
5669,405.0,2024-04-15 00:00:00,Eletrônicos,762.83,1.0,0.0,True,False,boleto,Sao Jose dos Campos,ok
3608,216.0,2025-10-24 00:00:00,Informática,1054.45,1.0,0.0,False,True,dinheiro,Rio,cliente reclamou
6553,1268.0,2022-08-01 00:00:00,Eletrônicos,844.49,1.0,0.0,False,True,pix,SJC,
1149,792.0,2022-02-25 00:00:00,Informática,560.23,1.0,0.3,False,True,,POA,ok
3642,303.0,2023-05-08 00:00:00,Eletrônicos,831.5,1.0,0.0,False,True,pix,,ok
5377,45.0,2024-02-11 00:00:00,Eletrônicos,1586.93,3.0,0.0,False,True,Cartão ,belo horizonte ,
4101,1124.0,2024-02-18 00:00:00,Eletrônicos,333.76,1.0,0.0,False,True,cartao,rj,
1943,15.0,2025-04-03 00:00:00,Eletrônicos,421.62,1.0,0.3,False,True,cartao,Vila Velha,ok
933,687.0,2024-12-23 00:00:00,Informática,1059.32,1.0,0.0,False,True,pix, sao paulo ,telefone inválido
6468,595.0,2029-12-25 00:00:00,Móveis,1373.5,1.0,0.0,False,True,dinheiro,niterói,Entrega atrasada
5045,874.0,2023-11-10 00:00:00,Eletrônicos,1282.42,2.0,0.0,False,True,dinheiro,SP,
1301,1106.0,2022-02-22 00:00:00,Informática,1789.05,2.0,0.0,False,True,boleto,Niterói,Entrega atrasada
1656,781.0,2024-12-29 00:00:00,Acessórios,0.0,1.0,0.3,False,True,dinheiro,sãopaulo,ok
2267,1100.0,2025-02-26 00:00:00,Eletrônicos,674.7,1.0,0.0,False,True,Cartão , rj,
882,539.0,2023-01-27 00:00:00,Informática,0.0,1.0,0.0,False,True,boleto,  CTBA,
4076,1053.0,2029-12-25 00:00:00,Alimentos,26.25,1.0,0.0,False,True,,SãoPaulo,ok
6277,525.0,2022-11-03 00:00:00,Eletrônicos,622.57,1.0,0.15,False,True,,Interior,ok
3021,575.0,2022-03-19 00:00:00,Escritório,0.0,1.0,0.0,False,True,cartao,vila velha,cliente reclamou
6350,696.0,2022-03-14 00:00:00,Acessórios,75.41,1.0,0.0,False,True,boleto,rio de janeiro,cliente reclamou
4652,552.0,2022-05-05 00:00:00,Eletrônicos,1024.31,2.0,0.0,False,True,pix,POA,telefone inválido
2748,1196.0,2025-10-25 00:00:00,Acessórios,39.22,1.0,0.0,False,True,,SAO PAULO,
6107,56.0,2024-11-09 00:00:00,Alimentos,30.22,1.0,0.0,False,True,cartao,RJ ,
2324,483.0,2023-01-09 00:00:00,Eletrônicos,840.5,1.0,0.0,False,True,Cartão , ,
2718,202.0,2022-10-14 00:00:00,Acessórios,45.52,1.0,0.0,False,True,cartao,,ok
3085,1159.0,2025-03-28 00:00:00,Escritório,15237.02,1.0,0.1,False,True,dinheiro,SAO PUALO,Entrega atrasada
4566,1015.0,2025-08-02 00:00:00,Informática,1451.95,2.0,0.0,False,True,cartao,Interior,
4010,829.0,2025-09-13 00:00:00,Eletrônicos,612.61,1.0,0.0,False,True,cartao,Sao Paulo Centro,telefone inválido
6211,794.0,2023-02-30,Informática,1362.17,1.0,0.0,False,True,pix,niteroi  ,ok
1733,999.0,2025-09-24 00:00:00,Acessórios,55.56,1.0,0.0,False,True,,  SP,
2614,1182.0,2024-11-18 00:00:00,,0.0,1.0,0.0,False,True,,goiania,ok
6859,125.0,2023-06-22 00:00:00,Móveis,1016.72,1.0,0.0,False,True,dinheiro,rio de janeiro,
3680,846.0,2022-11-08 00:00:00,Informática,883.36,1.0,0.0,False,True,dinheiro,INTERIOR,
1490,1431.0,2023-09-18 00:00:00,Acessórios,44.99,1.0,0.0,False,True,pix,Manaus,cliente reclamou
2991,1076.0,2025-05-24 00:00:00,Escritório,196.84,1.0,0.0,False,True,Cartão ,RECIFE,
71,515.0,2023-03-07 00:00:00,,710.44,1.0,0.0,False,True,Cartão ,,cliente reclamou
4110,1304.0,2023-03-18 00:00:00,Brinquedos,257.45,3.0,0.0,False,True,Cartão ,,
811,888.0,2022-04-03 00:00:00,Eletrônicos,827.15,1.0,0.0,False,True,Cartão ,Rio ,ok
1607,687.0,2025-02-21 00:00:00,Informática,5085.65,5.0,0.0,False,False,boleto, sp ,
473,1405.0,2023-06-16 00:00:00,,21.13,1.0,0.0,False,True,pix,ZONA SUL,telefone inválido
6198,761.0,2022-04-30 00:00:00,,1167.34,1.0,0.0,True,True,boleto,Sao Paulo Centro,cliente reclamou
308,304.0,2023-12-20 00:00:00,Escritório,175.75,1.0,0.0,False,True,dinheiro,sao jose dos campos ,Entrega atrasada
5439,808.0,2024-01-12 00:00:00,Escritório,272.7,1.0,0.0,False,True,cartao,  Interior,cliente reclamou
6146,1389.0,2023-01-24 00:00:00,Informática,881.48,1.0,0.0,False,True,,sao paulo centro,telefone inválido
5791,61.0,2024-02-12 00:00:00,Informática,1185.2,,0.0,False,True,,  niteroi ,
6145,18.0,2024-05-31 00:00:00,Móveis,4124.96,3.0,0.0,False,True,,BELO HORIZONTE,ok
5756,1029.0,2025-01-11 00:00:00,,86.29,,0.0,False,True,dinheiro,Salvador,cliente reclamou
5586,688.0,2022-01-29 00:00:00,Escritório,440.35,4.0,0.0,False,True,cartao, IVLA VELHA,ok
812,546.0,2024-09-08 00:00:00,Acessórios,76.41,2.0,0.0,False,True,boleto,  recife  ,Entrega atrasada
5497,448.0,2022-11-17 00:00:00,Eletrônicos,679.06,1.0,0.05,False,True,dinheiro,BH,cliente reclamou
5283,1203.0,2023-09-09 00:00:00,Eletrônicos,607.15,1.0,0.3,False,True,boleto,Brasília,telefone inválido
2362,1135.0,2022-01-03 00:00:00,Móveis,3385.45,2.0,0.0,False,True,Cartão ,POA,
895,1480.0,2023-02-06 00:00:00,Escritório,135.03,1.0,0.0,False,True,,    ,ok
1052,686.0,2022-04-18 00:00:00,Escritório,157.14,1.0,0.0,False,True,pix,Niterói,cliente reclamou
3146,999.0,2023-06-28 00:00:00,Acessórios,91.79,2.0,0.0,False,True,boleto,brasíila,
4443,1369.0,2022-05-31 00:00:00,Alimentos,11049.41,3.0,0.0,False,True,,SAO PAULO,
5106,285.0,2025-05-20 00:00:00,Brinquedos,272.98,5.0,0.1,False,True,cartao,rio de janeiro,
3460,900.0,2023-01-04 00:00:00,Eletrônicos,1031.71,2.0,0.0,False,True,Cartão ,Niteroi,
2854,866.0,2024-11-04 00:00:00,Eletrônicos,2532.56,3.0,0.0,False,True,pix,sp,cliente reclamou
3480,432.0,2025-04-08 00:00:00,Eletrônicos,476.74,1.0,0.0,False,True,,rio de janeiro,telefone inválido
6887,231.0,2023-12-25 00:00:00,Eletrônicos,1886.79,2.0,0.0,True,True,dinheiro,SJC,
3510,421.0,2022-06-18 00:00:00,Escritório,201.32,1.0,0.0,False,True,boleto,SãoPaulo,
1797,1018.0,2022-01-25 00:00:00,Eletrônicos,828.56,1.0,0.0,False,True,cartao, HB ,
2592,304.0,2024-10-28 00:00:00,Escritório,164.38,1.0,0.0,False,True,boleto,Goinaia,telefone inválido
2861,569.0,2024-01-15 00:00:00,Informática,789.96,1.0,0.0,False,True,cartao,sao paulo,
3229,1421.0,2024-04-20 00:00:00,Eletrônicos,709.29,1.0,0.0,False,True,pix,POA,Entrega atrasada
5388,1145.0,2025-05-26 00:00:00,Brinquedos,204.81,3.0,0.0,False,True,dinheiro,SAO PAULO,
5331,918.0,2022-12-20 00:00:00,Acessórios,178.39,3.0,0.0,False,True,Cartão ,BH,Entrega atrasada
1218,435.0,2024-07-14 00:00:00,Brinquedos,245.99,4.0,0.0,True,True,,Belo Horizonte,ok
3879,479.0,2023-02-26 00:00:00,Escritório,0.0,1.0,0.0,False,False,boleto,SP,ok
5649,1000.0,2022-09-09 00:00:00,Eletrônicos,690.55,1.0,0.0,False,True,cartao,NITEROI,Entrega atrasada
6720,1384.0,2022-12-07 00:00:00,Escritório,211.25,1.0,0.0,False,True,,  campinas ,
6463,1044.0,2022-08-09 00:00:00,Acessórios,39.39,1.0,0.0,False,True,dinheiro,Goiania,
4517,244.0,2025-10-28 00:00:00,Acessórios,45.93,1.0,0.0,False,True,boleto,Interior,ok
5289,107.0,2025-03-12 00:00:00,Escritório,678.35,3.0,0.0,False,True,boleto,,telefone inválido
228,4.0,2023-10-18 00:00:00,Informática,896.89,1.0,0.0,False,True,pix,NITEROI,ok
5766,680.0,2024-01-08 00:00:00,Escritório,133.92,1.0,0.0,False,True,dinheiro,SJC,Entrega atrasada
1623,814.0,2025-04-25 00:00:00,Escritório,306.31,2.0,0.0,False,True,Cartão ,Recife,telefone inválido
3168,765.0,2022-04-05 00:00:00,Acessórios,0.0,1.0,0.3,False,True,pix,Niterói,cliente reclamou
6240,1336.0,2025-02-27 00:00:00,Alimentos,24.44,2.0,0.3,False,True,pix,rio de janeiro,telefone inválido
6521,1316.0,2025-02-14 00:00:00,Informática,1027.79,1.0,0.0,False,True,cartao,bh,
2380,760.0,2024-11-02 00:00:00,Escritório,0.0,1.0,0.0,False,True,Cartão ,RIO DE JANEIRO,
1684,859.0,2022-01-23 00:00:00,Informática,863.17,1.0,0.0,False,True,, são paulo,telefone inválido
287,135.0,2025-06-18 00:00:00,Acessórios,43.05,1.0,0.0,False,True,pix,São Paulo,cliente reclamou
5702,246.0,2024-01-13 00:00:00,Escritório,474.34,2.0,0.0,False,True,pix,zona sul,cliente reclamou
2447,1202.0,2029-12-25 00:00:00,Móveis,2567.64,,0.0,True,True,Cartão ,POA,
6170,941.0,2023-12-12 00:00:00,Informática,842.83,1.0,0.0,False,True,Cartão ,interior,telefone inválido
5307,69.0,2023-10-13 00:00:00,Alimentos,54.47,2.0,0.0,False,True,,  Fortaleza,
1270,833.0,2024-09-06 00:00:00,Eletrônicos,1220.81,2.0,0.0,False,True,cartao,  Zona Sul,
3123,874.0,2022-06-29 00:00:00,Acessórios,151.46,4.0,0.0,False,True,boleto,São Paulo,telefone inválido
3119,363.0,2025-07-22 00:00:00,Acessórios,139.91,2.0,0.0,False,True,boleto,CURITIBA,cliente reclamou
5276,924.0,2023-01-28 00:00:00,Eletrônicos,1427.59,2.0,0.0,False,True,Cartão ,Interior,
442,848.0,2022-05-31 00:00:00,Móveis,1346.33,1.0,0.0,False,True,boleto,VILA EVLHA,cliente reclamou
4711,372.0,2025-02-01 00:00:00,Eletrônicos,570.21,1.0,0.0,False,True,Cartão ,VILA VELHA,
5428,1103.0,2025-09-20 00:00:00,Brinquedos,212.01,4.0,0.0,False,True,dinheiro, rio de janiero  ,
4380,777.0,2022-11-15 00:00:00,Acessórios,38.24,1.0,0.15,False,True,pix,poa,cliente reclamou
6634,998.0,2024-12-21 00:00:00,Móveis,4111.19,2.0,0.0,False,True,pix,Sao Jose dos Campos,
3178,618.0,2025-04-05 00:00:00,Informática,2302.62,2.0,0.0,False,True,Cartão ,Sao Jose dos Campos,ok
4742,20.0,2024-09-16 00:00:00,Informática,1559.61,2.0,0.1,False,True,dinheiro,Belo Horizonte,telefone inválido
5260,864.0,2025-03-23 00:00:00,Escritório,451.34,3.0,0.3,False,False,dinheiro,Zona Sul,
1863,444.0,2023-06-27 00:00:00,Alimentos,73.94,3.0,0.0,False,True,pix,,ok
2483,895.0,2025-07-03 00:00:00,Acessórios,47.83,1.0,0.0,False,True,pix,BH,
6181,1008.0,2022-06-14 00:00:00,Acessórios,49.77,1.0,0.0,False,True,,Campinas,ok
3053,29.0,2022-12-28 00:00:00,Móveis,1056.02,1.0,0.3,False,True,Cartão ,recife,Entrega atrasada
3391,393.0,2022-05-06 00:00:00,Eletrônicos,676.38,1.0,0.15,False,True,pix, ,telefone inválido
2283,962.0,2022-06-13 00:00:00,Escritório,277.33,1.0,0.0,False,True,Cartão ,zona sul  ,Entrega atrasada
4854,1298.0,2024-09-30 00:00:00,Acessórios,48.63,1.0,0.0,False,True,cartao,Rio,Entrega atrasada
6708,135.0,2023-12-07 00:00:00,Informática,1166.76,1.0,0.0,False,True,cartao, poa,telefone inválido
6931,467.0,2023-01-11 00:00:00,Acessórios,76.11,2.0,0.15,False,True,cartao,SãoPaulo,cliente reclamou
829,1141.0,2025-07-26 00:00:00,Escritório,612.42,3.0,0.0,False,True,cartao,são paulo,Entrega atrasada
2520,925.0,2023-01-09 00:00:00,Escritório,548.43,2.0,0.0,False,True,, zona sul,telefone inválido
1265,132.0,2025-02-26 00:00:00,Eletrônicos,361.18,1.0,0.0,False,True,dinheiro,rj,
428,88.0,2023-01-26 00:00:00,Eletrônicos,509.61,1.0,0.05,False,True,pix,CTBA,
5674,959.0,2024-11-05 00:00:00,Móveis,1603.01,1.0,0.0,False,True,Cartão ,Salvador,
4408,1037.0,2023-03-22 00:00:00,Móveis,2717.78,2.0,0.0,False,True,boleto,Vila Velha,
4630,820.0,2025-10-28 00:00:00,Eletrônicos,9999999.99,1.0,0.0,False,True,,SP ,cliente reclamou
743,913.0,2024-05-13 00:00:00,Móveis,1246.61,1.0,0.0,False,True,boleto,CTBA,
4112,627.0,2024-12-14 00:00:00,Acessórios,61.77,1.0,0.0,False,True,Cartão ,rio de janeiro,telefone inválido
6620,710.0,2025-02-08 00:00:00,Móveis,1096.25,1.0,0.15,False,True,boleto,SAO JOSE DOS CAMPOS,cliente reclamou
5830,919.0,2025-03-24 00:00:00,Escritório,305.34,1.0,0.0,False,True,Cartão ,SJC,
3638,24.0,2024-01-12 00:00:00,Escritório,85.75,1.0,0.1,False,True,,Vila Velha,cliente reclamou
1870,332.0,2024-05-22 00:00:00,Eletrônicos,715.13,1.0,0.0,False,True,Cartão ,  SAO PAULO,ok
4141,926.0,2022-11-29 00:00:00,Escritório,636.07,3.0,0.0,False,True,,MANASU,telefone inválido
1994,298.0,2024-02-18 00:00:00,Informática,2151.2,2.0,0.0,False,True,,sã opaulo,ok
3906,428.0,2024-07-16 00:00:00,Escritório,182.43,1.0,0.0,False,True,dinheiro,,
3269,499.0,2024-01-26 00:00:00,Acessórios,49.7,1.0,0.0,False,True,cartao,campinas  ,telefone inválido
2402,321.0,2023-10-12 00:00:00,Acessórios,51.19,1.0,0.0,False,True,cartao,BH,ok
594,715.0,2025-09-01 00:00:00,Eletrônicos,620.55,1.0,0.0,False,True,dinheiro,SAO PAULO,telefone inválido
1985,6.0,2023-10-21 00:00:00,Acessórios,110.12,2.0,0.0,False,True,cartao,Curitiba,
1480,225.0,2025-03-30 00:00:00,Eletrônicos,605.81,1.0,0.0,False,True,cartao,sp,ok
954,543.0,2024-04-28 00:00:00,Escritório,210.82,1.0,0.0,False,True,dinheiro,  SAO PAULO CENTRO,Entrega atrasada
4769,1279.0,2024-10-21 00:00:00,Acessórios,71.97,2.0,0.1,False,True,,POA,Entrega atrasada
6319,804.0,2025-05-09 00:00:00,Acessórios,0.0,1.0,0.0,False,True,Cartão ,ZONA SUL,telefone inválido
1201,983.0,2022-08-15 00:00:00,Informática,599.89,1.0,0.0,False,True,,RIO DE JANEIRO,cliente reclamou
6416,813.0,2024-03-19 00:00:00,Brinquedos,199.45,3.0,0.0,False,True,Cartão ,NIETRÓI,cliente reclamou
5257,99.0,2025-06-08 00:00:00,Informática,1083.82,1.0,0.0,False,True,dinheiro,Recife,Entrega atrasada
2014,556.0,2025-05-06 00:00:00,Acessórios,100.67,2.0,0.0,False,True,,VILA VELHA,telefone inválido
1723,400.0,2024-02-20 00:00:00,Alimentos,27.46,1.0,0.0,False,True,,SJC,ok
3034,163.0,2025-06-20 00:00:00,Eletrônicos,657.21,1.0,0.0,False,True,cartao,Sao Paulo,telefone inválido
6408,762.0,2025-10-15 00:00:00,Eletrônicos,738.76,1.0,0.15,False,True,boleto,RJ,telefone inválido
4072,427.0,2024-01-18 00:00:00,,634.9,0.0,1.0,False,True,dinheiro,,cliente reclamou
5916,499.0,2025-08-02 00:00:00,Informática,710.71,1.0,0.0,False,False,cartao,BH,ok
1715,690.0,2022-11-28 00:00:00,Eletrônicos,618.61,1.0,0.0,False,True,boleto,,cliente reclamou
4046,63.0,2023-07-04 00:00:00,Escritório,206.92,1.0,0.0,False,True,Cartão ,BH,
629,853.0,2022-06-04 00:00:00,Móveis,982.21,1.0,0.0,False,True,,Sao Jose dos Campos,
5022,492.0,2025-01-22 00:00:00,Informática,756.57,1.0,0.0,True,True,dinheiro,Rio,
6270,1012.0,2025-04-25 00:00:00,Móveis,938.15,1.0,0.0,False,True,cartao,NITEROI,telefone inválido
2463,994.0,2024-12-21 00:00:00,Alimentos,0.0,5.0,0.0,False,True,cartao,Rio de Janeiro,Entrega atrasada
4223,862.0,2023-11-14 00:00:00,Acessórios,39.64,1.0,0.0,False,True,,RIO,telefone inválido
5306,1232.0,2023-03-30 00:00:00,Informática,1642.36,2.0,0.0,False,True,boleto,Niteroi,
